,Unnamed: 0,season,episode_number,episode_title,author,quote
3413,4495,1,19,The Monkey Gets Away,Ross,"Wait-wait. I, I got it. I was there."
46487,56711,10,6,Ross`s Grant,Chandler,Lying is wrong!
17122,21900,4,16,The Fake Party,Joey,"Absolutely! I could be a vegetarian. Theres no meat in beer, right?"
35379,43235,8,2,The Red Sweater,Chandler,"I dont know, Monica picked out the flowers."
3242,4316,1,18,All The Poker,Monica,You`re kidding! Where? Where?
28137,34573,6,19,Joey`s Fridge,Phoebe,"Well my guy is spectacular. Okay? Hes a massage client and one time umm, when he was on the table, I looked at it. And I mean all of it."
774,951,1,4,George Stephanopoulos,Monica,Do you have a plan?
17599,22530,4,19,All The Haste,Ross,"So, then you can stay as long as you want."
18195,23191,4,21,The Invitation,Rachel,Who`s this from?
40115,48885,8,23,Rachel Has A Baby,Monica,"Yeah, but I love you more. Besides yknow, nothing goes with Bing. So Im screwed. I mean (Rachel hands Emma to Monica.) Oh, hi Emma. Yeah, thats you. Youre our little Em. Oh whats that honey? What? Oh, you want a little cousin? (To Chandler) You want a cousin right now?!"
441,554,1,3,The Thumb,Rachel,And everybody knows this?
19847,25057,5,6,The Yeti,Joey,"Hey, Ross, you`re okay with that?"
21251,26714,5,12,Chandler`s Work Laugh,Ross,Okay.
22049,27621,5,16,The Cop,Phoebe,"I-I sure will, take care. (Starts walking off.)"
46435,56653,10,6,Ross`s Grant,Monica,"(faking happiness) Oh, my!"
20336,25664,5,8,The Thanksgiving Flashbacks,Monica,"Well, I do."
37359,45651,8,11,Ross`s Step Forward,Joey,"Hey-hey-hey, hey thats your wife youre talking about!"
40889,49761,9,3,The Pediatrician,Rachel,Bye honey. (They hug)
15849,20331,4,10,The Girl From Poughkeepsie,Rachel,(entering) Chandler!! You have the best taste in men!
12835,16546,3,20,The Dullhouse,Monica,Youre kidding?! Thats great!
16065,20600,4,11,Phoebe`s Uterus,Joey,"Yeah, you hang in there Teddy!"
32838,40133,7,15,Joey`s New Brain,Chandler,"Well, I feel like a snack!"
19942,25157,5,6,The Yeti,Phoebe,"Well, I`ve been reading up and for your information, minks are not very nice. Okay, I admit it! I love this coat! Okay, Iit`s the best thing I`ve ever had wrapped around me, including Phil Huntley! (She starts to leave but stops and says to Monica.) Remember Phil Huntley? He was fine!"
5682,7281,2,6,The Baby On The Bus,Ross,I hope Ben has a little sister.
40998,49906,9,4,The Sharks,Rachel,"what, how do we know, we never slept with you."
16899,21606,4,15,All The Rugby,Chandler,"(to Janice) Okay. (to Joey) Joey, trade lives with me!"
33337,40752,7,17,The Cheap Wedding Dress,Joey,"Listen, sorry I didnt stop by last night but I had a date."
38589,46987,8,16,Joey Tells Rachel,Joey,"Uh-huh, long time."
6652,9015,2,14,The Prom Video,Monica,Hi.
27958,34357,6,18,Ross Dates A Student,Phoebe,Yknow what Joey left on my pillow?
30371,37211,7,4,Rachel`s Assistant,Phoebe,"(To Monica) Anyway, I should go. Okay, bye."
13986,18064,4,1,The Jellyfish,Phoebe,How close?
24231,30131,6,1,Vegas,Phoebe,Stop it! Stop it no! Thats not fair! Yknow I cant resist that beautiful voice!
41614,50690,9,7,Ross`s Inappropriate Song,Joey,"Hey dude, what`s up?"
1280,1560,1,7,The Blackout,Ross,Step back.
7931,10516,2,20,uld Yeller Dies,Rachel,"Yes, but I, I think about who`s apartment we`re gonna sleep at tomorrow night and, and where we`re gonna have dinner next Saturday night. I do not think about what our childrens` names are gonna be. You know what our childrens names are gonna be."
46797,57112,10,8,The Late Thanksgiving,Joey,"So we`ll leave before it`s over, we`ll be back in time."
7511,10000,2,18,Dr. Ramoray Dies,Rachel,Agghhh.
47198,57542,10,9,The Birth Mother,Monica,(sniffing) Maybe she will. Uh! Why couldn`t I have been a Reverend?
33460,40886,7,17,The Cheap Wedding Dress,Monica,"Oh. I guess you can. Okay but; I-I have to return it, so you cant like it."
12665,16303,3,19,The Tiny T-Shirt,Monica,I so wanna be attracted to you.
19710,24917,5,5,The Kips,Monica,Chandler stole a twenty from my purse!
13610,17565,3,24,The Ultimate Fighting Champion,Monica,"Okay, can we please go eat?"
2288,2838,1,12,The Dozen Lasagnas,Phoebe,"Oh, boy scouts could have camped under there."
25342,31329,6,6,On The Last Night,Monica,Because its my apartment!
47695,58147,10,11,The Stripper Cries,Monica,Oh my God Rach. Bean bag chairs.
33740,41198,7,19,Ross And Monica`s Cousin,Chandler,Thats me! Come on!
46005,56080,10,4,The Cake,Ross,"Some can sing, some can dance. I apparently can turn phallic cakes into woodland creatures."
11140,14355,3,12,All The Jealousy,Joey,(hanging up the phone) Yes! Guess who`s in an audition for a Broadway musical?
22937,28675,5,20,The Ride Along,Chandler,(pouting) It was a car backfire!
220,249,1,1,Monica Gets A Roommate,Rachel,I don`t think so.
16074,20618,4,11,Phoebe`s Uterus,Phoebe,Okay.
14434,18608,4,3,The Cuffs,Chandler,Fine!
15205,19574,4,7,Chandler Crosses The Line,Monica,"Okay. Umm, Phoebe, you suck too."
4430,5801,1,24,Rachel Finds Out,Rachel,"Oh, no, no, no. Presents first. Food later. (walks into living room)"
18654,23704,4,23,Ross`s Wedding,Phoebe,"All right, and umm (She grabs the picture and smacks her in the head.)"
29314,36060,6,24,"The Proposal, Part I & II",Phoebe,"Oh, en chante. (She holds out her hand for him to kiss it, but he only shakes it.)"
34992,42704,7,24,outtakesFriends Special: The Stuff You`ve Never Seen,Monica,It was so wild! We told em we were the Gundersons in 16
5840,7743,2,9,Phoebe`s Dad,Monica,"Oh, and the newspaper delivery guy."
34950,42630,7,23,Chandler And Monica`s Wedding,Chandler,You look beautiful. Is this new? (Her dress.)
25223,31210,6,6,On The Last Night,Monica,Youre not dressed yet?! Were supposed to start having fun in 15 minutes!
18862,23943,5,1,Ross Says Rachel,Chandler,"But, well stay here with you."
36560,44650,8,7,The Stain,Ross,Really?!
40470,49282,9,2,Emma Cries,Rachel,"Oh great, the pacifiers?"
32200,39334,7,12,They`re Up All Night,Chandler,No. We were in the middle of sexand you fell asleep.
22006,27569,5,16,The Cop,Monica,"Hey Joey, sweetie, taste this. (Holds out a spoon for him.)"
37811,46158,8,13,Chandler Takes A Bath,Rachel,"But I couldnt even if I wanted to, because I dont know! I swear; I didnt see anything, and I dont want to know! It was just a momentary lapse."
34453,41987,7,22,Chandler`s Dad,Joey,"Yeah, I wouldnt know about that."
301,346,1,2,The Sonogram At The End,Rachel,Has anybody seen my engagement ring?
9537,12459,3,4,The Metaphorical Tunnel,Chandler,Can I be that guy?
17558,22475,4,18,Rachel`s New Dress,Joey,"Nah, youre not tall enough to be a Mark, but you might make a good Barney."
29360,36113,6,24,"The Proposal, Part I & II",Ross,(in his head) Wow! I have never had such a healthy break-up! She was such a grown-up about it! She didnt seem too immature for me! Did I just make a huge mistake?
17892,22856,4,20,The Wedding Dresses,Monica,(laughs) Okay.
6291,8508,2,12,The Superbowl,Ross,Hey guys.
35383,43239,8,2,The Red Sweater,Chandler,That was her.
16602,21231,4,14,Joey`s Dirty Day,Rachel,"Oh, okay. Uhh, well lets see. (Grabs his hand.) Youre aboutwell uh, this one is large. And this one(Grabs the other hand.)"
733,904,1,4,George Stephanopoulos,Monica,"That is the unusual activity. Look, they just wanna see if you`re okay."
38655,47062,8,17,The Tea Leaves,Rachel,"Well, I have been spending a lot of time in the lab."
26220,32357,6,10,The Routine,Rachel,"This bench, its hollow! I cant believe I never knew that! (She pushes all the pillows off it and opens it up) Oh, the presents!!!"
16478,21083,4,13,Rachel`s Crush,Phoebe,"If you wanted to punish them, you shouldve just made them hang out here!"
27714,34076,6,17,Unagi,Monica,"Okay. (They kiss.) Okay, I cant wait! This is going to be the best Valentines Day ever! (Chandler giggles and exits.) I cant believe it! Make the presents! Make the presents!"
40772,49598,9,3,The Pediatrician,Monica,Excuse me?
23349,29164,5,22,Joey`s Big Break,Joey,A swimmer!
28500,34994,6,20,Mac And C.H.E.E.S.E.,Phoebe,Happy thoughts! Happy thoughts!
36424,44465,8,6,The Halloween Party,Phoebe,Why are you lying to him?
17572,22489,4,18,Rachel`s New Dress,Chandler,Okay!
5759,7528,2,8,The List,Ross,"And, uh, and then I kissed her."
2506,3116,1,13,The Boobies,Chandler,"Are they end to end, or tall like pancakes?"
32768,40048,7,15,Joey`s New Brain,Joey,(quickly) I dont know. Why? Did you hear something?
13419,17275,3,23,Ross`s Thing,Phoebe,Okay. (watches him leave)
507,624,1,3,The Thumb,Monica,"I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they`re all over him. I mean, they`re like- coyotes, picking off the weak members of the herd."
13589,17541,3,24,The Ultimate Fighting Champion,Phoebe,(disappointed) Oh.
19639,24843,5,5,The Kips,Ross,"Hey, so uh, y`know how there`s something I wanted to talk to you about?"
35343,43199,8,2,The Red Sweater,Rachel,"Yeah. Uh-huh, I guess it is pretty big news."
8580,11347,2,24,Barry And Mindy`s Wedding,Chandler,"Hey, what did your agent say?"
15512,19917,4,8,Chandler In A Box,Monica,I know!
34707,42324,7,23,Chandler And Monica`s Wedding,Phoebe,"Or maybe he-he was writing to tell her that-that hes changed his name, yknow? Tell Monica Im sorry."
21236,26690,5,12,Chandler`s Work Laugh,Ross,"Are you sure? Because I can stay out as late as you want. I told you how I`m on sabbatical from work, right?"
37020,45238,8,9,The Rumor,Rachel,"So Ross, we went out for two years, and you never told me you were in an I Hate Rachel club."
1546,1902,1,8,Nana Dies Twice,Phoebe,"Hey, look who`s up! How do you feel?"
28366,34846,6,20,Mac And C.H.E.E.S.E.,Joey,"I play Al Pacino`s butt. All right? He goes into the shower, and then- I`m his butt. Monica: (trying not to laugh) Oh my God. Joey: C`mon, you guys. This is a real movie, and Al Pacino`s in it, and that`s big! Chandler: Oh no, it`s terrific, it`s- it`s- y`know, you deserve this, after all your years of struggling, you`ve finally been able to crack your way into show business. Joey: Okay, okay, fine! Make jokes, I don`t care! This is a big break for me! Ross: You`re right, you`re right, it is."
16188,20757,4,12,The Embryos,Joey,Its All Relative.
22729,28424,5,19,Ross Can`t Flirt,Phoebe,I suppose I could tell her it`s just all my fault.
17005,21752,4,16,The Fake Party,Phoebe,"Its me. Its Phoebe. Listen theres something in here I want to eat, what-what smells so good?"
27089,33368,6,14,Chandler Can`t Cry,Monica,What is wrong with you?!!!
46982,57301,10,8,The Late Thanksgiving,Joey,No seriously... I`m really wedged in here.
44136,53767,9,20,The Soap Opera Party,Joey,"(browsing the tissues) Let me see if I approve any of these clowns. This guy wears a rug (discards one). This guy`s Canadian (discards another). And this guy is in a cult, ok, and it costs you 5,000$ to get to level three and I don`t feel any different."
34487,42027,7,22,Chandler`s Dad,Rachel,"(handing it to him) Yes. Here you go Officer uh, Handsome."
6081,8151,2,10,Russ,Joey,I`ve never slept with someone for a part.
3229,4303,1,18,All The Poker,Joey,"No, I don`t think so, see Ross, because I think you love her."
14260,18374,4,2,The Cat,Phoebe,Yeah?
49340,60099,10,17,"The Last One, Part I & II",Phoebe,"Just one? I drive you all the way down here, and I don`t get to see how it works out?"
29052,35744,6,23,The Ring,Phoebe,The little jail between the doors!
47307,57689,10,10,Chandler Gets Caught,Chandler,I don’t know. What do you think?
30306,37132,7,3,Phoebe`s Cookies,Rachel,"Oh wow! (She takes a bite, but holds the sandwich vertically so that the stuff falls out.)"
37236,45483,8,10,Monica`s Boots,Phoebe,"Yes! Yes you can, Im looking for Jacks parents."
25428,31415,6,6,On The Last Night,Ross,And now you want that money back.
27937,34330,6,18,Ross Dates A Student,Rachel,Oh my God! It sure didnt look this way when I lived here.
17587,22511,4,19,All The Haste,Rachel,"Monica, you dont even have a bed, you sleep in a ball on the floor!"
17395,22245,4,17,The Free Porn,Chandler,"Yeah, thats kinda a relief."
5990,7915,2,9,Phoebe`s Dad,Rachel,"Huh-huh, no act--no, uhh, that, that is basil."
34665,42277,7,23,Chandler And Monica`s Wedding,Chandler,Oh my God! (He and Monica walk away.)
37622,45965,8,12,Joey Dates Rachel,Joey,I never laughed so hardDid you see the wine come out of my nose?
13959,18030,4,1,The Jellyfish,Joey,"(lying on a beach towel, recapping what happened in the last episode) Okay, so we went to the beach, because Phoebe found out about this lady who knew her mom and dad, and I dont really know what happened with that."
28765,35334,6,22,Paul`s The Man,Phoebe,Yeah.
8498,11228,2,23,The Chicken Pox,Monica,This is for the scratchy twins out there. I taped oven mits to their hands.
27342,33651,6,15,"That Could Have Been, Part I & II",Rachel,"(mouthing it to him) Yes, you did."
24721,30642,6,3,Ross`s Denial,Chandler,"Yknow? So I was thinking that we could get one of those signs and hang it over our bed. Because, thats you and I together! Merge!"
21158,26604,5,12,Chandler`s Work Laugh,Joey,"All right, hold on! Hold on. Hold on. This is Ross, okay? He`s our friend. He obviously went crazy. He obviously lost his mind."
47594,57990,10,11,The Stripper Cries,Chandler,"Well, I officially give you permission to break the pact."
48562,59198,10,14,Princess Consuela,Chandler,That`s great!
15813,20295,4,10,The Girl From Poughkeepsie,Chandler,"(pause) Yes. (to Rachel) Okay, theres this one guy, Patrick, I think youre gonna like him, hes really nice, hes funny, hes a swimmer."
28903,35540,6,22,Paul`s The Man,Ross,(to Elizabeth) And that is why we cannot see each other anymore.
11038,14232,3,11,Chandler Can`t Remember Which Sister,Ross,High collar and baggy pants say Im a pro.
19786,24993,5,5,The Kips,Phoebe,Hey!
21606,27117,5,14,Everybody Finds Out,Joey,I`m listening.
19200,24310,5,3,Hundredth,Phoebe,Oh my God!
15757,20228,4,10,The Girl From Poughkeepsie,Chandler,"All right, who keeps leaving old newspapers in the trash?! I really wanted to take Kathy to this, I cant believe I missed it."
5463,7021,2,5,Five Steaks And An Eggplant,Chandler,"Well, that makes me feel so good."
29272,36012,6,24,"The Proposal, Part I & II",Rachel,"Joey! Joey, good one! (Mr. Thompson starts to laugh.)"
11033,14227,3,11,Chandler Can`t Remember Which Sister,Ross,There you go.
36946,45132,8,9,The Rumor,Monica,This is Phoebe.
48747,59429,10,15,Estelle Dies,Rachel,What?
18671,23723,4,23,Ross`s Wedding,Joey,Thats Fergie baby!!
14247,18358,4,2,The Cat,Joey,"(looking at the flyer) Yeah-eah! 200 dollar reward, split five ways!!"
44742,54522,9,23,In Barbados,Monica,"Yeah, right!"
33881,41379,7,20,Rachel`s Big Kiss,Rachel,"Oh no-no, no! Its good! Its all good! I-I actually work at Ralph Lauren!"
47242,57624,10,9,The Birth Mother,Ross,Turns out this sweater is made for a woman.
44974,54839,9,23,In Barbados,Monica,Ha! My point!
35386,43242,8,2,The Red Sweater,Ross,Hmm. (They head off to the gift shop.)
39599,48240,8,22,Rachel Is Late,Joey,"Yeah! Yeah! I mean Im sorry, I wish I can take everybody, but yknow Chandler always supported my career. Hes paid for acting classes and head shots and stuff and well this will be my way of paying you back."
40946,49827,9,4,The Sharks,Joey,"that would`ve been better, I`ll try that Hi I`m Joey."
5023,6506,2,3,Heckles Dies,Chandler,"I just think it`s weird, you know? Heckles and me, Heckles, and me, me and Heckles...Would you knock it off?"
15116,19460,4,7,Chandler Crosses The Line,Chandler,"Well, Im upsetfor you. I mean, having sex with an endless line of beautiful women must be very unfulfilling for you. (He cant believe he just sad that.)"
21001,26427,5,11,All The Resulutions,Joey,Howdy partner!
27930,34319,6,18,Ross Dates A Student,Joey,"Hey, you wanna do Joey a favor, maybe you go out with Joey. (He turns around to see Chandler glaring at him.)"
24890,30825,6,4,Joey Loses His Insurance,Ross,Oh.
31423,38430,7,8,Chandler Doesn`t Like Dogs,Rachel,"Okay, well, that`s one less thing we have to do on Monday."
47150,57479,10,9,The Birth Mother,Rachel,"Yes! And I know what looks sexy on guys. Please, just wear what I suggest, and she’s gonna go nuts for you."
42639,52007,9,14,The Blind Dates,Phoebe,"Ooh, so this is great! Rachel`s gonna have a terrible date, Ross gets stood up, and then they`ll realise how good they have it together."
45430,55371,10,2,Ross Is Fine,Ross,"Absolutely. (Very Squeaky.) I`m fine! Totally fine. I don`t know why it`s coming out all loud and squeaky, `cause really, (deep voice) I`m fine. I`m not saying I wasn`t a little surprised to see you guys kissing. I mean, at first I was like.. (Screams.) But now that I`ve had time to absorb it; Lovin` this."
1476,1804,1,8,Nana Dies Twice,Ross,Twice.
28172,34616,6,19,Joey`s Fridge,Ross,"You dont understand! Elizabeth was about to ask me to go on a trip with her! Is that taking it slow?! No, Im not ready for this! Okay? What-what do I tell her?"
42913,52339,9,15,The Mugging,Phoebe,(laughing) Okay
28794,35370,6,22,Paul`s The Man,Joey,"Okay, fine, I will bring you a tape, huh? (Walks away)"
28857,35463,6,22,Paul`s The Man,Ross,(under the couch) You and your ice.
33119,40490,7,16,The Truth About London,Chandler,I know.
14299,18430,4,2,The Cat,Monica,You still work at the multiplex?
44880,54711,9,23,In Barbados,Chandler,"I wouldn`t brag too much about that thing, big guy."
44413,54093,9,21,The Fertility Test,Phoebe,(imitating the receptionist`s tone) Good morning receptionist.
1663,2053,1,9,Underdog Gets Away,Chandler,"All right, I`m nine years old."
36803,44964,8,8,The Stripper,Ross,"Im sorry. Dr. Green, Mona. Mona, Dr. Green."
25851,31901,6,8,Ross`s Teeth,Rachel,"(Faking crying.) Yeah, he dumped me. He said, `Rachel, I cant do this. Even though you are a very, very, very beautiful women. I cant do this. Im married and Im sorry.` And then I dont know why but he said, `and you will never get promoted. Especially not above Kim, who is an integral cog in the Ralph Lauren machine.`"
27600,33956,6,15,"That Could Have Been, Part I & II",Rachel,Is Joey Tribbiani here?
2895,3621,1,15,The Stoned Guy,Ross,Yeah!
47168,57511,10,9,The Birth Mother,Phoebe,"Yeah, yeah but I am not sure about some of the bra`s I got."
3641,4769,1,20,The Evil Orthodontist,Monica,That`s what you`ve been working on for the past two hours?!
2623,3267,1,14,The Candy Hearts,Phoebe,"Yeah. So, we can do it tomorrow night, you guys. It`s Valentine`s Day. It`s perfect."
45096,54991,9,23,In Barbados,Ross,"I think I know too but I`ve been really wrong about this stuff in the past, so..."
13547,17449,3,23,Ross`s Thing,Monica,"Oh, right! I completely forgot about that."
42892,52317,9,15,The Mugging,Chandler,They`re these prototype sneakers and come up with ideas on how to sell them which I can`t do because no self-respecting adult would ever where these.
29162,35871,6,24,"The Proposal, Part I & II",Joey,Where are you going?
22156,27745,5,17,Rachel`s Inadvertant Kiss,Joey,"That`s right Ross, I can see you in your new apartment! And you can see me! Same as yesterday, (To Monica) same as the day before."
31594,38623,7,9,All The Candy,Ross,"I know. I know. But, can we please try it again? Huh? I mean, you were so close Phoebe!"
7555,10053,2,18,Dr. Ramoray Dies,Chandler,It`s gonna be ok. You know that?
14752,19027,4,5,Joey`s New Girlfriend,Monica,That cold makes you sound so great.
28167,34606,6,19,Joey`s Fridge,Ross,Oh-ooh!
24876,30810,6,4,Joey Loses His Insurance,Chandler,Whats wrong with you?
47959,58464,10,12,Phoebe`s Wedding,Rachel,"You know what, I can`t do this. I don`t know which one of you guys to pick."
46967,57286,10,8,The Late Thanksgiving,Monica,It`s too late for apologies.
16451,21056,4,13,Rachel`s Crush,Rachel,"Oh, I wish he was a doll, then I could get a Rachel doll and bump them together and make kissy noises. Oh! And he has the most beautiful name, I never realised it, Joshua! Josh-u-a! Joshua! Josh."
3502,4594,1,19,The Monkey Gets Away,Ross,My uncle Marcel.
5879,7786,2,9,Phoebe`s Dad,Joey,"Oh, but when Phoebe has a problem, everyone`s all ears!"
42033,51296,9,9,Rachel`s Phone Number,Phoebe,(to Rachel) He says he can`t do that.
29067,35759,6,23,The Ring,Joey,I like it!
49018,59731,10,17,"The Last One, Part I & II",Monica,To use the bathroom.
26931,33183,6,13,Rachel`s Sister,Rachel,"Yeah I know, and I bet you thought it would be weird. But its not!"
45854,55900,10,4,The Cake,Joey,"Yeah, but for a one-year-old. What`s the point... the other day she laughed for like an hour at a cup. Just a cup with a picture of Elmo on it dressed as a farmer. And he`s standing next to this cow and the cow says `El-moo`! (Joey starts laughing) Yeah... that`s a funny cup!"
32030,39132,7,11,All The Cheesecakes,Joey,Fine!
11452,14771,3,13,Monica And Richard Are Just Friends,Joey,Is that true? If I keep reading is Beth gonna die?
2419,2978,1,13,The Boobies,Rachel,Oh!!
41001,49909,9,4,The Sharks,Joey,HEY! I never have an off night ok although sometimes when I`m a little bloated I don`t feel very sexy BUT EVEN THEN I`M BETTER THEN MOST!
42410,51735,9,12,Phoebe`s Rats,Rachel,"It was ... (can`t remember) oh my god. He didn`t have a last name. It was just `Tag`. You know, like Cher, or, you know, Moses."
30464,37319,7,4,Rachel`s Assistant,Chandler,"You wanna tell secrets?! Okay! Okay! In college, Ross used to wear leg warmers!"
41546,50588,9,7,Ross`s Inappropriate Song,Phoebe,Listen! You have to help me pick a dress `cause I`m meeting Mike`s parents tonight! (Rachel gasps)
33014,40372,7,16,The Truth About London,Monica,"Here, take a couple of these. (She gets up to grab a couple of pills.)"
25124,31108,6,5,Joey`s Porsche,Joey,Why isnt that valet back with my Porsche?
16620,21265,4,14,Joey`s Dirty Day,Ross,Hi!
30695,37597,7,5,The Engagement Picture,Joey,Ten. Okay. Now Tag theres such a thing as to many women.
15871,20359,4,10,The Girl From Poughkeepsie,Joey,"Well nothing yet, they really hate you and I want to fit in."
17109,21887,4,16,The Fake Party,Joey,"Phoebe, what-what are you doing?!"
37753,46100,8,13,Chandler Takes A Bath,Rachel,"Im really, really not."
33042,40400,7,16,The Truth About London,Joey,(entering) Hey!
33547,40983,7,18,Joey`s Award,Joey,Whoa!
41748,50890,9,8,Rachel`s Other Sister,Ross,Don`t say that.
13283,17074,3,22,The Screamer,Monica,"Yeah, and in the long version, I dump him for telling people the short version."
30042,36865,7,2,Rachel`s Book,Joey,The vicar!
2281,2830,1,12,The Dozen Lasagnas,Chandler,"More coffee over here, please!"
20358,25695,5,8,The Thanksgiving Flashbacks,Chandler,"You just, you look so different! Terrific! That dress! That body!"
36127,44075,8,5,Rachel`s Date,Phoebe,"You cant fire him and dump him the same day, hell kill himself."
9317,12195,3,3,The Jam,Monica,"(entering from her bedroom) Okay, sperm donor number 03815, come on down! Okay, he`s 6`2`, 170 pounds, and he describes himself as a male Geena Davis."
4576,5976,1,24,Rachel Finds Out,Ross,"No, no, they will. I just... uh..."
29355,36108,6,24,"The Proposal, Part I & II",Joey,"Hey, being you is finally gonna pay off! (They give each other fives.)"
44735,54515,9,23,In Barbados,Joey,"Come on, I`ll show you guys where to check in (Joey, Chandler and David leave)"
23377,29192,5,22,Joey`s Big Break,Monica,I`m kidding! I`m kidding!
32315,39463,7,13,Rosita Dies,Phoebe,"Okay, I can do that! Oh, by the way, I love my office."
42151,51439,9,10,Christmas In Tulsa,Chandler,"No not okay, you can`t look for Monica`s presents!"
7633,10155,2,19,Eddie Won`t Go,Rachel,"Ok, I just, I just really need to be with myself right now. I`m sorry."
14532,18728,4,4,The Ballroom Dancing,Phoebe,"Hey! New wallet, huh?"
15993,20508,4,11,Phoebe`s Uterus,Monica,"So big deal, so Joeys had a lot of girlfriends, it doesnt mean hes great in bed."
46642,56924,10,7,The Home Study,Ross,Good.
6886,9265,2,15,Ross And Rachel... You Know,Joey,What`re you doin` here? Aren`t you supposed to be out with Rachel?
47794,58271,10,12,Phoebe`s Wedding,Monica,"(she enters with a headset on and she`s speaking into the microphone) Well, it matters to me!"
29822,36624,7,1,Monica`s Thunder,Rachel,"Were not gonna do this, all right? Shes just gonna think that were doin it."
29055,35747,6,23,The Ring,Chandler,Yeah but when he proposed to me with the ring I got goose bumps.
45608,55623,10,3,Ross`s Tan,Monica,(entering) Hey!
18611,23648,4,23,Ross`s Wedding,Joey,Hey!
41260,50210,9,5,Phoebe`s Birthday Dinner,Phoebe,Aw  what?
34897,42556,7,23,Chandler And Monica`s Wedding,Rachel,"Anastassakis/Papasifakis wedding, excellent! {Its a good thing Jennifer Aniston is Greek, because she had to pronounce those names. Luckily for me, they were written on a sign.}(The happy couple emerges.) Congratulations. (To the best man and maid of honor) Mazel Tov! (The rabbi emerges.) Hi! Oh, great hat. (Hes wearing an interesting hat and she takes him over to talk.) Listen umm, I need you to perform another wedding. Can you do that?"
40784,49611,9,3,The Pediatrician,Joey,MIKE!!!
14498,18683,4,3,The Cuffs,Monica,Really?!
45412,55351,10,2,Ross Is Fine,Joey,"Look, we probably should have talked to you about this before it ever happened, but.."
14258,18371,4,2,The Cat,Monica,Hi!
36935,45116,8,9,The Rumor,Chandler,Yeah! Anderson just scored again! (To Phoebe) Theres no Anderson.
48619,59258,10,15,Estelle Dies,Phoebe,"Yeah, last Saturday. Wow! She was the first black man to fly solo across the Atlantic. (Chandler and Monica look puzzled) Oh, wait a minute, I read the wrong one."
28583,35082,6,21,Ross Meets Elizabeth`s Dad,Joey,Okay.
35593,43474,8,3,Rachel Tells...,Ross,Im telling you. Im telling you. Thats what it is. No wonder she was looking at me all funny during the wedding. She didnt say anything to you?
48250,58796,10,13,Joey Speaks French,Rachel,FYI..
14763,19041,4,5,Joey`s New Girlfriend,Phoebe,"Yes, you do. Chandler loves Kathy."
5184,6686,2,4,Phoebe`s Husband,Rachel,Oh yeah. In fact you know what I`d do?
1224,1497,1,6,The Butt,Joey,Yeah? That`s so nice! (They hug.)
2367,2922,1,12,The Dozen Lasagnas,Ross,"Paolo, I-I just want to tell you and I think I speak for everyone when I say... (shuts door in his face and walks away)"
28097,34525,6,19,Joey`s Fridge,Ross,"Hey uh, this is Elizabeth."
3087,4153,1,17,"The Two Parts, Part II",Rachel,(as Monica) Oh.
30728,37639,7,5,The Engagement Picture,Rachel,"Well, I-Im startin too."
10039,13058,3,7,The Race Car Bed,Joey,Booo!!
3947,5167,1,21,The Fake Monica,Ross,"Marcel, c`mere, c`mere. (He sits down and Marcel jumps down and sits beside him) Well buddy, this is it. There`s just a coupla things I want to say. I`m really gonna miss you, and I`m never gonna forget about you. You`ve been more than just a pet to me, you`ve been more like a be- (Marcel climbs down and starts humping his leg) Okay, Marcel, please, could you leave my leg alone? Could you just stop humping me for two seconds?! Marcel, would- okay, just take him away. Just take him."
2025,2522,1,11,Mrs. Bing,Ross,Nothing. Nothing nothing nothing.
7894,10470,2,20,uld Yeller Dies,Ross,"Yeah, that way I figure, ya know, we`ll be far enough away from our parents that we don`t have to see them all the time but close enough that they can come over and babysit whenever we want. And yes, I know, the taxes are a little higher than, let`s say, Nassau county but the school system`s supposedly great."
9555,12477,3,4,The Metaphorical Tunnel,Joey,"Wait a minute, did you just make up all that stuff just to get out of being my agent."
21309,26773,5,13,Joey`s Bag,Rachel,Exactly! Unisex!
34719,42341,7,23,Chandler And Monica`s Wedding,Joey,But youre spittin all over me man!
14806,19097,4,5,Joey`s New Girlfriend,Chandler,"Oh, I just wanted to say, `Hey!`"
19332,24476,5,3,Hundredth,Joey,Argh!
6841,9219,2,15,Ross And Rachel... You Know,Monica,"Alright, I`ll tell you what. I`ll come get you in 5 minutes with some sort of um, kabob emergency."
3923,5130,1,21,The Fake Monica,Monica,Helloooo? Yeah. Oh my God. Thanks.
14703,18952,4,4,The Ballroom Dancing,Joey,"Oh well, okay, good luck."
34222,41745,7,21,The Vows,Chandler,No-no-no-no-no! You can`t!
45546,55554,10,2,Ross Is Fine,Ross,Wasn`t it? And you thought it would be awkward with Joey and that you never really liked Rachel.
39781,48431,8,23,Rachel Has A Baby,Ross,"No, but come on, were off to a great start arent we? I knew Id get you here fast, but this has got to be some kind of a record!"
12396,15917,3,18,The Hypnosis Tape,Phoebe,What happened?
16903,21610,4,15,All The Rugby,Ross,Thats cause-cause youre moms dog kept-kept looking at me.
38325,46696,8,15,The Birthing Video,Ross,"(opening the door to see Mona standing there) Mona? What arehi! What are you doing here? Im, um, supposed to pick you up!"
37383,45695,8,11,Ross`s Step Forward,Rachel,"Oh, really, really good. But enough about me, come on! Where-where are you from? What do you do?"
20907,26326,5,11,All The Resulutions,Joey,Yeah! (Chandler bangs the table in frustration.)
